id,user,temp,gasDetect,fireDetect,lightLevel,humidity,pressure,month,hour,day,year
1980,Default,11.48,1,0,410,44.22,1015.12,8,21,12,2022
1981,Default,20.11,0,1,690,39.59,1002.47,8,22,14,2021
1982,John,14.3,0,0,0,46.6,1029.67,5,8,14,2020
1983,Jane,13.57,0,0,0,58.95,1033.06,5,19,18,2024
1984,Jane,20.23,0,0,499,62.64,1029.38,3,22,12,2022
1985,Default,20.84,0,0,655,43.73,1018.54,8,22,15,2022
1986,Default,19.96,0,0,669,33.56,1005.41,8,22,13,2020
1987,Jane,15.42,0,0,137,41.43,1004.6,11,17,1,2020
1988,Jane,17.4,0,0,250,68.99,1011.48,2,2,12,2022
1989,Jane,10.74,0,0,32,69.27,988.97,11,1,6,2023
1990,John,19.09,0,0,364,67.8,1017.33,9,22,23,2021
1991,Default,19.34,0,0,682,54.65,1004.37,8,22,17,2024
1992,John,17.82,0,0,260,54.0,1010.97,9,18,9,2023
1993,Default,13.61,0,1,436,58.28,1005.96,8,22,30,2022
1994,John,15.63,0,0,0,54.76,1009.56,3,5,23,2022
1995,John,7.13,0,0,0,55.51,1019.23,4,10,17,2023
1996,John,8.21,0,0,0,50.77,1010.38,2,13,24,2021
1997,Default,13.63,0,0,432,49.62,1001.75,8,22,17,2024
1998,Jane,14.8,0,0,198,57.48,1018.33,9,18,1,2022
1999,Jane,13.63,0,0,319,57.36,1022.8,1,21,20,2021
2000,Default,15.44,0,0,417,49.04,1000.22,8,22,26,2022
2001,Jane,12.0,0,0,0,44.14,1028.45,5,19,20,2022
2002,Default,14.02,0,0,446,54.83,1001.91,8,22,29,2023
2003,Jane,12.93,0,0,0,58.32,1015.69,7,21,11,2022
2004,Jane,16.0,0,0,0,63.18,1027.75,5,7,13,2023
2005,John,11.22,0,0,0,42.52,985.01,9,10,26,2022
2006,Jane,15.41,0,0,502,70.74,995.56,1,19,4,2020
2007,Default,21.56,0,0,691,57.66,1018.02,8,23,31,2023
2008,Default,20.61,0,0,684,40.79,1001.87,8,23,7,2024
2009,John,7.46,0,0,0,50.27,1013.38,4,8,29,2023
2010,Default,16.22,0,0,464,39.77,1009.59,8,23,21,2022
2011,John,16.0,0,0,0,69.02,1012.37,4,3,3,2020
2012,John,12.7,0,0,0,50.55,1001.23,10,13,2,2022
2013,John,13.04,0,0,0,79.4,1019.46,2,1,2,2020
2014,Default,17.15,0,0,456,50.69,1002.47,8,23,25,2023
2015,Default,21.31,0,0,708,62.73,1003.94,9,0,3,2020
2016,Jane,13.97,0,0,155,77.99,1023.31,1,17,6,2024
2017,John,19.23,0,0,356,56.01,1004.41,12,21,16,2023
2018,John,9.91,0,0,251,67.15,1000.14,12,1,16,2021
2019,John,21.62,0,0,379,68.0,1031.74,3,20,19,2024
2020,John,14.83,0,0,0,50.47,1010.77,7,22,23,2021
2021,John,20.13,0,0,31,63.8,1035.15,4,16,4,2021
2022,Default,21.41,0,0,698,58.62,998.0,9,0,15,2021
2023,John,15.24,0,0,0,62.48,1008.15,9,1,20,2022
2024,Default,20.78,0,0,697,41.9,1013.65,9,0,1,2021
2025,John,11.27,0,0,80,54.06,995.83,11,3,23,2024
2026,John,15.49,0,0,0,63.65,1009.03,4,2,12,2022
2027,John,10.36,0,0,233,51.84,980.26,11,1,14,2022
2028,John,7.83,0,0,0,41.68,1035.41,3,13,12,2021
2029,John,14.47,0,0,0,45.47,1000.15,7,17,6,2022
2030,Jane,11.04,0,0,102,61.36,995.13,1,2,8,2024
2031,Jane,13.74,0,0,294,53.84,1026.36,2,9,6,2021
2032,Jane,14.85,0,0,258,61.85,1009.86,1,10,16,2022
2033,John,11.91,0,0,0,72.09,1016.58,10,0,28,2020
2034,Default,21.39,0,0,703,50.83,984.9,9,0,15,2023
2035,Jane,15.69,0,0,0,47.17,1016.98,8,0,23,2021
2036,Default,17.95,0,0,447,71.3,1015.17,9,0,18,2023
2037,Jane,11.31,0,0,0,48.44,1020.91,5,9,18,2020
2038,Jane,11.45,0,0,254,69.8,1012.11,1,14,27,2022
2039,Default,17.15,0,0,459,71.96,1004.71,9,0,22,2024
2040,Jane,12.43,0,0,0,56.85,1001.48,6,13,16,2023
2041,John,9.8,0,0,285,61.67,1006.12,12,0,31,2021
2042,Default,18.34,0,0,454,74.36,993.2,9,0,13,2023
2043,John,13.93,0,0,0,48.41,1003.03,6,2,30,2024
2044,Jane,15.3,0,0,0,47.22,984.03,9,6,9,2022
2045,Jane,13.7,0,0,493,67.39,1005.06,3,18,10,2024
2046,Default,20.18,0,0,451,57.19,985.01,9,0,21,2021
2047,John,12.77,0,0,0,44.15,1034.52,3,23,18,2022
2048,John,14.32,0,0,0,52.3,1011.77,6,8,19,2023
2049,Jane,16.46,0,0,0,64.33,996.29,9,0,8,2023
2050,Jane,17.97,0,0,36,53.18,1025.59,3,5,8,2020
2051,Default,25.72,0,1,706,49.68,984.89,9,1,1,2022
2052,John,15.74,0,0,0,72.14,985.95,10,5,25,2022
2053,Jane,13.86,0,0,0,68.82,1012.52,5,9,1,2022
2054,Default,19.18,0,1,450,60.17,1010.53,9,1,11,2021
2055,Jane,15.86,0,0,0,68.82,1025.17,5,1,5,2020
2056,Jane,15.78,0,0,0,49.87,996.4,9,13,2,2022
2057,Jane,13.41,0,0,0,62.26,998.45,9,10,7,2023
2058,Default,24.06,0,0,678,66.05,999.97,9,2,21,2021
2059,Jane,15.21,0,0,0,73.08,981.09,10,7,13,2020
2060,John,5.64,0,0,265,73.66,1009.59,12,6,25,2023
2061,John,14.32,0,0,0,56.87,1005.62,6,19,6,2022
2062,Default,23.43,0,0,673,50.44,1017.04,9,2,6,2024
2063,Default,21.9,0,0,429,44.98,990.29,9,2,19,2024
2064,Default,19.77,0,0,413,40.02,989.62,9,2,19,2022
2065,Jane,14.13,0,0,149,66.56,1008.41,10,20,30,2024
2066,Default,27.44,0,0,657,53.5,999.45,9,3,11,2023
2067,John,12.47,0,0,0,61.42,1001.85,2,0,20,2020
2068,Jane,16.48,0,0,0,31.5,1000.52,8,4,3,2024
2069,John,19.97,0,0,465,74.91,1009.0,1,19,19,2020
2070,Jane,11.66,0,0,242,66.06,1016.67,1,10,17,2023
2071,Default,22.53,0,0,394,72.44,1001.27,9,3,5,2020
2072,Default,27.49,0,0,596,49.16,982.93,9,4,21,2020
2073,Jane,17.24,0,0,180,48.51,1027.62,4,2,3,2023
2074,Default,25.36,0,0,620,53.27,998.35,9,4,12,2021
2075,John,17.49,0,0,291,55.7,982.69,10,20,26,2021
2076,John,6.0,0,0,281,57.12,987.75,11,7,12,2021
2077,Default,23.06,0,0,382,74.74,987.11,9,4,13,2021
2078,Jane,17.59,0,0,44,64.92,1012.84,3,5,10,2020
2079,Jane,14.55,0,0,0,45.15,1008.42,8,9,22,2022
2080,John,14.85,0,0,0,67.05,1012.22,2,3,18,2021
2081,Jane,14.21,0,0,36,77.71,1001.43,1,13,7,2022
2082,John,15.03,0,0,47,47.95,1006.72,8,18,20,2020
2083,John,16.67,0,0,167,49.05,1001.5,8,20,15,2020
2084,John,16.54,0,0,540,43.51,1003.88,9,21,22,2023
2085,Jane,17.13,0,0,235,78.88,1015.0,2,1,11,2020
2086,John,13.14,0,0,0,38.18,1015.2,8,4,25,2023
2087,Default,23.3,0,0,378,54.35,1010.86,9,4,1,2023
2088,Default,25.85,0,0,535,65.26,1008.78,9,5,30,2022
2089,Jane,16.78,0,0,88,36.76,1004.29,8,17,22,2021
2090,Default,29.61,0,0,552,53.87,988.76,9,5,30,2021
2091,John,13.39,0,0,0,45.32,1012.05,6,21,24,2021
2092,John,9.24,0,0,0,54.56,1003.92,4,11,1,2024
2093,John,15.79,0,0,587,57.29,983.44,11,20,17,2022
2094,Jane,11.24,0,0,185,67.03,1026.0,4,10,19,2024
2095,John,15.3,0,0,0,59.67,1005.97,6,10,24,2020
2096,John,15.72,0,0,586,59.49,1004.66,1,18,14,2022
2097,Default,24.72,0,0,345,63.08,998.48,9,5,13,2020
2098,Jane,14.33,0,0,499,51.65,1032.76,3,19,27,2022
2099,Jane,16.56,0,0,207,40.39,1035.16,3,23,7,2020
2100,Jane,11.1,0,0,0,46.09,1015.96,7,21,2,2024
2101,Jane,12.6,0,0,0,47.18,1017.75,5,12,12,2021
2102,Default,25.05,0,0,343,70.92,996.15,9,5,6,2021
2103,John,13.42,0,0,0,45.05,1000.66,6,18,21,2024
2104,John,19.72,0,0,372,51.64,1032.93,4,20,27,2023
2105,John,11.81,0,0,0,57.5,1012.79,8,4,9,2021
2106,John,14.27,0,0,0,42.53,1002.69,7,5,10,2023
2107,Default,27.96,0,0,505,54.94,1014.16,9,6,11,2023
2108,John,7.59,0,0,106,75.4,1019.93,1,3,26,2022
2109,Default,28.57,0,0,500,69.54,1015.46,9,6,15,2022
2110,Jane,11.87,0,0,0,33.92,1017.66,8,11,13,2024
2111,Jane,14.2,0,0,0,51.45,1003.83,8,5,17,2023
2112,Default,27.41,0,0,508,43.68,1010.45,9,6,10,2023
2113,John,14.43,0,0,0,36.6,1011.15,7,18,17,2021
2114,John,11.91,0,0,0,52.9,985.53,10,2,13,2022
2115,Default,26.1,0,0,314,43.98,1013.51,9,6,15,2020
2116,John,14.39,0,0,0,66.04,1036.59,3,0,23,2022
2117,Jane,11.73,0,0,275,55.09,1026.42,1,1,13,2021
2118,Jane,11.46,0,0,0,53.81,1004.72,7,17,10,2020
2119,Default,24.07,0,0,293,49.67,1004.75,9,6,17,2023
2120,John,15.48,0,0,0,51.6,1008.82,10,6,14,2021
2121,Default,25.11,0,0,296,66.35,986.82,9,6,27,2021
2122,Jane,11.97,0,0,0,40.88,1007.84,6,17,26,2023
2123,Jane,13.47,0,0,0,33.83,1016.07,7,6,3,2024
2124,John,20.49,0,0,358,75.35,1001.51,2,21,8,2021
2125,John,14.96,0,0,0,49.55,1016.43,8,7,31,2022
2126,Default,25.24,0,1,404,64.65,1003.41,9,8,13,2020
2127,Jane,14.42,0,0,53,63.76,994.82,11,15,9,2023
2128,John,7.06,0,0,0,59.16,1027.0,2,12,9,2023
2129,Default,26.72,0,0,408,68.66,1001.75,9,8,16,2020
2130,John,16.52,0,0,432,69.77,1003.63,12,21,23,2023
2131,Default,24.05,0,1,221,62.2,982.63,9,8,26,2023
2132,John,6.16,0,0,0,64.44,1029.45,1,13,10,2023
2133,John,15.09,0,0,0,50.01,1017.39,7,10,7,2020
2134,Default,23.79,0,0,213,46.38,992.48,9,8,8,2020
2135,Jane,17.47,0,0,214,59.32,1004.94,4,7,2,2021
2136,Default,25.39,0,0,346,69.45,987.53,9,9,23,2023
2137,John,16.43,0,0,186,58.28,1002.99,8,17,25,2022
2138,Jane,15.9,0,0,0,49.38,999.4,9,8,15,2023
2139,Jane,14.42,0,0,0,50.91,1000.38,6,7,7,2020
2140,Jane,17.65,0,0,0,67.95,1004.66,10,1,10,2024
2141,Default,25.69,0,0,360,73.85,983.8,9,9,29,2020
2142,John,8.68,0,0,0,62.6,1011.46,3,11,10,2022
2143,John,14.13,0,0,0,46.59,1010.9,8,13,30,2022
2144,Default,24.35,0,0,209,45.71,996.12,9,9,27,2021
2145,Default,24.41,0,0,192,67.53,998.49,9,9,18,2022
2146,John,13.04,0,0,0,63.54,1006.2,5,8,26,2024
2147,Default,24.73,0,0,315,73.14,1011.03,9,10,7,2023
2148,John,18.6,0,0,575,51.97,1038.49,4,21,25,2024
2149,Jane,13.41,0,0,0,36.27,1008.25,7,12,29,2020
2150,John,14.78,0,0,53,56.96,1003.46,8,18,17,2024
2151,John,9.87,0,0,0,52.52,1015.57,2,8,12,2024
2152,John,14.39,0,0,0,34.85,1007.12,6,7,2,2022
2153,Jane,17.46,0,0,0,68.24,994.74,10,1,1,2024
2154,Default,25.36,0,0,328,48.03,1007.56,9,10,5,2023
2155,Jane,15.23,0,0,568,57.9,1009.44,3,19,9,2024
2156,Jane,11.6,0,0,229,77.14,998.07,12,3,12,2023
2157,Jane,13.22,0,0,129,67.39,1013.29,1,11,28,2024
2158,Jane,13.19,0,0,0,36.72,1007.74,7,3,3,2022
2159,Default,21.48,0,0,176,44.73,1017.24,9,10,21,2021
2160,John,14.05,0,0,0,33.45,1000.24,7,7,25,2023
2161,Default,20.26,0,0,185,70.85,983.25,9,10,23,2024
2162,John,8.89,0,0,0,62.2,1005.92,4,12,15,2023
2163,John,14.68,0,0,0,54.75,1011.32,6,0,30,2023
2164,Jane,11.17,0,0,12,55.54,1006.86,12,4,16,2022
2165,John,21.96,0,0,301,47.66,1002.38,4,21,23,2022
2166,Jane,13.11,0,0,0,32.01,1015.44,7,11,5,2024
2167,Default,24.19,0,0,300,65.1,1016.93,9,11,9,2022
2168,John,19.42,0,0,361,47.7,1038.45,3,21,17,2021
2169,John,12.63,0,0,0,62.61,1003.59,10,14,22,2021
2170,John,13.22,0,0,0,44.32,1001.91,6,2,12,2024
2171,Jane,13.93,0,0,0,53.22,1008.29,6,3,9,2023
2172,John,13.01,0,0,0,59.56,1012.2,7,3,31,2024
2173,Default,24.81,1,0,312,58.74,984.48,9,11,29,2020
2174,Default,23.77,0,0,316,52.32,1010.94,9,11,24,2020
2175,Default,23.42,0,0,302,46.09,1006.51,9,11,13,2023
2176,Jane,14.66,0,0,81,55.04,1007.9,8,19,27,2020
2177,John,13.79,0,0,0,60.8,1029.98,5,20,12,2022
2178,Jane,17.41,0,0,49,74.05,990.07,2,3,13,2024
2179,Default,20.5,0,0,153,44.54,990.61,9,11,4,2022
2180,Default,18.47,1,0,154,64.66,1000.13,9,11,6,2023
2181,Jane,13.86,0,0,295,61.65,1007.3,3,10,31,2022
2182,Default,21.12,0,0,156,66.2,1007.71,9,11,17,2021
2183,Default,19.28,0,0,150,51.59,982.4,9,11,25,2021
2184,Default,23.18,1,0,304,69.3,1019.72,9,12,26,2023
2185,Jane,12.77,0,0,0,57.71,1026.83,5,17,26,2023
2186,John,5.08,0,0,119,53.6,1014.55,11,2,23,2023
2187,Default,17.09,1,0,149,58.27,996.22,9,12,4,2020
2188,John,13.92,0,0,0,43.27,1003.2,7,5,15,2022
2189,Default,20.53,0,0,293,71.07,984.18,9,13,14,2022
2190,Jane,12.65,0,0,167,78.22,994.41,12,11,24,2023
2191,Default,15.09,0,0,173,62.26,1010.71,9,13,15,2021
2192,Jane,10.64,0,0,157,63.93,1027.32,2,10,10,2022
2193,Default,17.61,0,0,322,48.21,1019.53,9,14,9,2021
2194,John,13.31,0,0,0,43.24,1018.99,8,11,9,2022
2195,Default,18.8,0,0,338,60.86,1011.14,9,14,28,2023
2196,John,13.08,0,0,0,54.75,999.95,9,0,29,2023
2197,John,13.2,0,0,0,58.73,1009.25,8,2,5,2023
2198,Default,14.62,0,0,175,40.45,1000.08,9,14,20,2024
2199,Default,12.52,0,0,158,51.19,1019.02,9,14,8,2020
2200,Jane,12.7,0,0,0,39.9,1005.63,6,19,15,2021
2201,Jane,16.44,0,0,76,54.27,985.22,11,16,9,2021
2202,John,14.71,0,0,0,49.3,993.54,9,13,8,2024
2203,Default,17.03,0,0,404,40.49,994.13,9,16,8,2024
2204,Default,19.34,0,0,417,52.86,1017.24,9,16,5,2024
2205,Jane,14.19,0,0,468,65.96,1025.33,3,18,1,2023
2206,Jane,13.63,0,0,0,59.57,988.44,10,15,10,2024
2207,John,15.54,0,0,0,62.41,1031.46,3,23,20,2021
2208,Jane,14.58,0,0,302,56.16,1007.39,4,16,23,2022
2209,John,4.22,0,0,0,54.48,1028.1,1,10,24,2020
2210,John,7.81,0,0,0,50.81,1017.09,2,14,13,2020
2211,Default,12.66,0,0,219,53.87,981.19,9,16,27,2022
2212,Default,13.12,0,0,229,72.5,1001.34,9,16,15,2024
2213,Jane,11.95,0,0,101,47.85,1003.56,11,14,23,2022
2214,Default,16.1,0,0,492,70.2,991.49,9,18,5,2022
2215,Jane,15.09,0,0,0,59.09,996.03,10,0,18,2022
2216,Jane,11.29,0,0,562,54.04,1003.96,6,22,6,2023
2217,Jane,11.09,0,0,144,73.42,1025.89,12,4,17,2023
2218,Default,11.19,0,0,300,59.37,1015.35,9,18,10,2021
2219,John,19.3,0,0,409,56.71,1010.69,10,21,9,2022
2220,Default,17.4,0,0,541,47.01,1018.01,9,19,20,2021
2221,Default,11.66,0,0,339,51.76,1010.39,9,19,9,2024
2222,Jane,13.44,0,0,528,67.02,1028.71,2,16,14,2022
2223,Jane,14.97,0,0,311,59.75,993.57,11,21,4,2024
2224,John,2.91,0,0,0,57.06,995.16,11,14,21,2022
2225,Jane,13.24,0,0,95,47.44,1017.86,4,9,27,2023
2226,Default,19.79,1,0,634,42.84,992.46,9,21,18,2024
2227,Default,18.11,1,0,644,58.14,995.43,9,21,12,2021
2228,John,7.43,0,0,0,75.34,1016.53,2,10,9,2023
2229,Default,18.4,0,0,639,64.85,999.01,9,21,25,2020
2230,Jane,14.07,0,0,0,67.03,982.06,10,12,9,2020
2231,Jane,16.19,0,0,270,56.43,1005.75,4,23,2,2022
2232,Jane,10.48,0,0,122,54.58,1031.14,4,11,6,2020
2233,Default,13.21,1,0,415,67.65,993.81,9,21,12,2024
2234,Default,14.0,1,0,418,63.54,1001.16,9,21,13,2023
2235,Default,12.81,0,0,412,53.6,981.76,9,21,17,2024
2236,Default,19.88,0,1,676,53.03,1008.84,9,22,13,2020
2237,Default,19.9,0,0,668,51.2,987.03,9,22,1,2022
2238,John,6.65,0,0,0,69.1,1020.58,12,12,11,2021
2239,Default,14.95,0,1,420,45.62,998.74,9,22,1,2021
2240,Jane,16.4,0,0,245,61.25,990.51,1,16,4,2021
2241,Jane,14.99,0,0,53,52.9,987.49,11,16,10,2021
2242,Jane,13.53,0,0,0,40.48,1008.1,7,2,16,2020
2243,John,15.57,0,0,0,49.53,1015.02,5,20,26,2022
2244,John,12.41,0,0,0,61.72,1004.69,9,23,15,2020
2245,Jane,15.23,0,0,415,62.83,1024.15,1,18,19,2021
2246,Jane,17.7,0,0,10,49.27,1022.8,3,5,21,2024
2247,John,14.81,0,0,156,66.02,1000.23,9,16,28,2022
2248,Default,14.31,0,0,425,54.88,1014.02,9,22,22,2023
2249,John,14.06,0,0,0,55.16,989.77,10,14,4,2024
2250,Default,20.38,0,0,691,67.56,994.03,9,23,20,2020
2251,Default,16.79,0,0,429,44.59,1004.94,9,23,3,2020
2252,John,13.75,0,0,154,45.9,1000.17,9,20,9,2022
2253,John,13.93,0,0,0,34.11,1010.95,7,14,10,2022
2254,John,4.58,0,0,0,63.89,1014.67,11,9,2,2022
2255,Default,22.23,0,0,681,58.6,999.75,10,0,4,2021
2256,Default,16.88,0,0,448,49.68,984.42,10,0,6,2020
2257,John,16.96,0,0,503,65.69,993.99,10,21,22,2022
2258,Default,23.45,1,0,698,42.49,1017.93,10,1,18,2024
2259,John,15.14,0,0,117,53.0,996.88,10,18,3,2021
2260,Jane,13.43,0,0,0,31.15,1019.64,6,1,28,2023
2261,John,13.03,0,0,0,44.6,1013.79,5,5,1,2023
2262,Jane,12.22,0,0,469,49.46,1014.92,6,22,28,2024
2263,Jane,15.46,0,0,463,56.33,1008.36,2,17,8,2023
2264,John,6.17,0,0,0,61.92,1022.23,12,9,21,2023
2265,Jane,14.4,0,0,446,58.82,1025.52,1,20,12,2024
2266,Default,19.0,1,0,426,62.35,1016.33,10,1,6,2024
2267,Jane,13.94,0,0,471,46.57,993.34,11,22,20,2023
2268,Default,24.05,0,0,673,40.69,980.31,10,2,17,2022
2269,John,12.82,0,0,0,73.2,980.63,10,2,7,2020
2270,Jane,15.9,0,0,26,69.53,1003.46,11,12,5,2024
2271,Default,21.79,0,0,437,56.28,1011.08,10,2,23,2023
2272,Default,25.36,0,0,625,54.36,1015.11,10,3,12,2020
2273,Default,23.94,0,0,658,71.02,1015.91,10,3,3,2024
2274,Jane,10.05,0,0,37,70.77,1027.26,12,2,26,2023
2275,Jane,17.85,0,0,0,67.09,998.19,10,23,20,2023
2276,Default,26.41,0,0,636,59.55,985.8,10,3,24,2023
2277,Jane,16.34,0,0,546,67.78,988.89,9,21,12,2021
2278,Default,24.88,0,1,633,54.15,993.88,10,3,1,2022
2279,Jane,19.71,0,0,471,45.06,1037.4,3,22,12,2020
2280,Default,23.82,0,0,415,58.85,996.56,10,3,20,2023
2281,Jane,16.54,0,0,0,36.26,1006.53,8,5,3,2021
2282,Default,23.71,0,0,396,52.35,983.5,10,3,24,2020
2283,Jane,16.14,0,0,143,42.54,1004.39,4,23,10,2020
2284,John,13.62,0,0,0,67.44,990.96,9,4,2,2022
2285,Jane,11.95,0,0,0,34.13,1010.92,7,21,10,2024
2286,Jane,16.71,0,0,246,58.15,1021.56,3,4,31,2024
2287,Jane,14.49,0,0,519,57.62,1006.35,3,17,13,2021
2288,Jane,13.7,0,0,0,36.77,1019.77,7,12,3,2024
2289,John,13.89,0,0,0,58.54,999.56,9,2,21,2022
2290,Jane,17.08,0,0,0,70.05,1015.26,10,3,2,2024
2291,Default,22.88,0,0,417,70.35,1003.1,10,3,18,2021
2292,John,7.31,0,0,192,60.97,1019.73,11,23,29,2024
2293,John,9.0,0,0,0,78.08,994.85,2,8,9,2021
2294,John,19.02,0,0,494,68.75,996.87,12,18,14,2023
2295,Jane,13.96,0,0,67,55.14,986.15,10,20,1,2021
2296,Jane,13.24,0,0,93,64.42,1022.69,12,15,7,2023
2297,John,19.8,0,0,513,52.27,1014.07,2,21,8,2021
2298,Jane,14.15,0,0,0,41.53,1029.41,5,4,12,2020
2299,John,16.0,0,0,0,45.91,1008.21,4,5,4,2024
2300,John,13.35,0,0,0,45.32,984.84,10,13,5,2023
2301,John,14.37,0,0,0,56.89,1004.62,6,16,12,2023
2302,John,7.44,0,0,0,45.45,1035.42,4,15,13,2020
2303,Default,23.51,0,1,390,62.18,1000.7,10,3,21,2021
2304,Default,26.47,0,0,605,56.69,1007.54,10,4,26,2020
2305,John,15.79,0,0,0,46.68,1001.05,8,13,24,2024
2306,Jane,11.09,0,0,115,43.97,989.85,11,0,23,2022
2307,John,21.38,0,0,162,55.27,1009.85,2,16,13,2022
2308,John,13.71,0,0,0,47.28,1015.38,8,23,25,2024
2309,Jane,17.83,0,0,107,69.11,1003.23,9,19,30,2021
2310,Default,27.24,0,0,584,49.85,991.63,10,4,30,2021
2311,Default,23.33,0,0,375,74.94,1004.75,10,4,21,2022
2312,Jane,13.28,0,0,459,77.66,1001.17,12,18,1,2023
2313,Default,22.73,0,0,353,66.4,1010.27,10,4,24,2020
2314,Jane,12.6,0,0,0,54.93,1010.91,9,8,19,2020
2315,Default,27.02,0,0,439,44.4,1018.77,10,7,31,2024
2316,John,13.02,0,0,0,52.35,1016.7,8,9,29,2021
2317,John,15.45,0,0,0,43.8,1035.76,5,12,4,2022
2318,John,17.76,0,0,331,51.17,1019.6,9,22,7,2024
2319,Default,25.31,0,0,419,59.41,996.71,10,7,6,2022
2320,Jane,16.99,0,0,193,58.41,1019.14,4,6,9,2020
2321,Jane,17.62,0,0,52,60.11,1030.11,3,7,9,2020
2322,Default,25.31,0,0,447,58.36,1006.38,10,7,8,2021
2323,Default,27.14,0,0,432,40.3,993.4,10,7,24,2024
2324,John,21.13,0,0,417,54.3,1020.31,4,21,16,2021
2325,Default,25.86,0,0,257,66.7,999.65,10,7,13,2021
2326,Jane,13.48,0,0,422,55.95,1006.5,1,21,7,2021
2327,Jane,14.13,0,0,0,30.8,1003.57,8,5,5,2021
2328,Default,24.65,0,0,257,69.03,997.38,10,7,11,2021
2329,Default,24.33,0,0,279,52.79,1001.73,10,7,28,2024
2330,Jane,11.43,0,0,0,57.05,1002.69,8,8,18,2022
2331,Default,23.63,0,0,250,45.1,997.72,10,7,27,2022
2332,John,12.9,0,0,0,48.5,999.61,10,0,10,2023
2333,Default,24.22,0,0,317,70.54,1009.7,10,10,21,2020
2334,John,15.4,0,0,0,66.53,1001.03,9,13,22,2024
2335,John,5.86,0,0,0,78.86,1009.66,1,15,16,2022
2336,Jane,15.36,0,0,0,47.36,1005.74,8,7,15,2021
2337,John,8.12,0,0,0,69.55,997.33,2,9,21,2022
2338,John,10.45,0,0,278,69.58,1017.22,12,7,21,2022
2339,Default,25.44,0,0,339,55.87,1000.56,10,10,3,2023
2340,Default,21.69,0,0,167,53.51,1004.12,10,10,30,2022
2341,John,13.76,0,0,0,62.7,1005.29,5,1,18,2023
2342,Jane,15.99,0,0,0,50.44,1004.33,5,0,18,2023
2343,Default,21.59,0,0,170,40.42,997.96,10,10,3,2021
2344,Default,22.67,0,0,303,45.1,1002.23,10,11,27,2024
2345,Jane,13.89,0,0,117,54.15,1008.59,1,16,29,2021
2346,Default,23.47,0,0,293,51.3,1013.81,10,11,16,2020
2347,John,13.33,0,0,0,52.83,1036.77,5,3,17,2021
2348,Jane,15.5,0,0,0,57.79,986.05,10,2,6,2021
2349,John,10.78,0,0,215,64.49,998.34,12,7,23,2023
2350,Default,22.7,0,0,313,41.36,1010.17,10,11,22,2022
2351,Jane,12.11,0,0,416,53.8,1004.64,5,23,23,2020
2352,Default,21.36,0,0,299,48.45,984.93,10,11,15,2022
2353,John,11.65,0,0,0,50.47,996.15,9,4,7,2020
2354,Jane,16.11,0,0,32,58.82,1000.83,8,18,11,2021
2355,Default,19.55,0,0,167,72.11,1006.58,10,11,3,2020
2356,Default,20.11,0,0,148,48.67,995.41,10,11,20,2021
2357,Jane,11.79,0,0,71,56.27,1016.45,1,10,4,2023
2358,John,15.73,0,0,0,42.42,1018.35,7,13,14,2022
2359,Jane,11.43,0,0,300,71.03,980.17,11,23,3,2023
2360,Jane,16.8,0,0,253,51.3,1016.78,3,2,6,2024
2361,Jane,14.75,0,0,468,52.29,1020.07,2,17,3,2022
2362,John,14.43,0,0,0,52.81,1008.91,5,7,9,2023
2363,Jane,14.49,0,0,0,47.46,1000.91,6,6,3,2021
2364,Default,18.89,0,0,161,63.77,1011.67,10,11,8,2022
2365,John,14.4,0,0,0,64.47,1024.32,5,11,16,2024
2366,Default,20.09,0,0,135,60.14,1003.72,10,11,4,2023
2367,Jane,15.11,0,0,0,32.09,1006.59,8,9,12,2023
2368,Default,20.03,0,0,299,44.86,1000.34,10,12,16,2023
2369,Default,22.83,0,0,309,72.76,1018.96,10,12,31,2021
2370,Jane,10.86,0,0,233,68.21,1009.06,1,7,28,2021
2371,John,6.41,0,0,0,54.87,993.95,1,9,4,2021
2372,John,9.5,0,0,0,56.9,1001.84,3,12,12,2021
2373,Default,22.5,0,0,307,68.12,994.37,10,12,11,2020
2374,John,9.84,0,0,29,50.88,1004.17,1,6,7,2024
2375,Jane,15.41,0,0,439,51.26,1033.01,4,19,6,2021
2376,John,12.41,0,0,0,43.99,1009.98,10,5,21,2024
2377,Jane,15.3,0,0,0,55.82,1017.16,6,3,21,2020
2378,John,15.56,0,0,229,75.73,994.27,12,17,12,2022
2379,Default,17.82,0,0,157,62.59,1016.54,10,12,26,2022
2380,Jane,16.54,0,0,132,52.17,1003.72,1,17,20,2023
2381,Jane,21.89,0,0,394,75.75,1024.7,2,21,6,2022
2382,John,13.8,0,0,192,66.69,999.84,10,17,1,2020
2383,Jane,20.61,0,0,470,41.81,1003.57,4,21,14,2024
2384,Default,19.25,0,0,158,53.26,981.24,10,12,31,2022
2385,John,15.3,0,0,0,63.0,1030.09,5,1,27,2020
2386,Default,19.31,0,0,134,60.08,1009.75,10,12,3,2020
2387,Default,20.25,0,0,308,58.92,1004.0,10,13,27,2023
2388,John,8.69,0,0,234,69.54,986.88,11,6,22,2023
2389,Default,19.04,0,0,311,53.78,996.09,10,13,16,2022
2390,Default,16.07,0,0,155,54.93,980.08,10,13,9,2021
2391,John,8.36,0,0,0,53.63,1001.56,2,14,1,2023
2392,Default,17.31,0,0,167,73.77,983.57,10,13,19,2021
2393,Jane,17.76,0,0,202,49.34,1013.71,8,20,16,2024
