id,user,temp,gasDetect,fireDetect,lightLevel,month,hour,day,year
5704,John,10.03,0,0,229,11,23,14,2023
1958,Jane,14.71,0,0,568,11,22,14,2023
7694,John,16.06,0,0,377,11,18,14,2023
2578,Default,16.33,0,0,402,11,16,14,2023
7297,Jane,13.83,0,0,63,11,14,14,2023
1827,Jane,11.27,0,0,107,11,12,14,2023
2487,Jane,12.48,0,0,285,11,8,14,2023
2703,John,5.52,0,0,0,11,8,14,2023
2909,John,8.4,0,0,278,11,6,14,2023
5505,Jane,10.46,0,0,171,11,4,14,2023
8293,Jane,10.59,0,0,144,11,2,14,2023
7039,John,14.56,0,0,131,11,16,13,2023
8029,John,11.42,0,0,41,11,0,13,2023
8032,John,11.42,0,0,41,11,0,13,2023
6773,Jane,15.04,0,0,449,11,21,12,2023
4706,Jane,13.02,0,0,582,11,18,12,2023
6948,Jane,11.93,0,0,153,11,7,12,2023
1215,Jane,11.18,0,0,144,11,6,12,2023
8635,Jane,10.24,0,0,265,11,4,12,2023
3229,John,8.69,0,0,146,11,23,11,2023
7041,John,14.56,0,0,131,11,16,11,2023
3279,John,4.25,0,0,0,11,13,11,2023
8373,Jane,13.2,0,0,248,11,13,11,2023
7680,John,4.81,0,0,0,11,11,11,2023
4997,Jane,10.09,0,0,246,11,1,11,2023
7199,John,5.68,0,0,0,11,12,10,2023
2536,Default,25.34,0,0,399,11,8,10,2023
3629,John,11.72,0,0,156,11,2,10,2023
7799,John,19.53,0,0,327,11,20,9,2023
1682,Jane,14.98,0,0,228,11,15,9,2023
2127,Jane,14.42,0,0,53,11,15,9,2023
8881,John,3.87,0,0,0,11,15,9,2023
5242,John,3.55,0,0,0,11,12,9,2023
8563,Jane,13.28,0,0,86,11,9,9,2023
4865,John,11.81,0,0,197,11,6,9,2023
6399,Jane,11.94,0,0,76,11,4,9,2023
8880,Jane,14.96,0,0,418,11,19,8,2023
1845,Jane,14.23,0,0,148,11,15,8,2023
206,John,3.76,0,0,0,11,12,8,2023
7604,John,5.64,0,0,0,11,10,8,2023
427,Jane,13.61,0,0,194,11,8,8,2023
2516,Default,25.88,0,0,462,11,7,8,2023
8809,John,6.36,0,0,237,11,4,8,2023
8297,John,11.48,0,0,91,11,1,8,2023
2993,Jane,10.73,0,0,297,11,23,7,2023
3805,Jane,11.62,0,0,38,11,23,7,2023
6657,Jane,11.89,0,0,80,11,2,7,2023
4893,Jane,10.71,0,0,116,11,0,7,2023
6233,John,17.61,0,0,389,11,22,6,2023
5651,Jane,14.3,0,0,544,11,21,6,2023
5633,John,16.58,0,0,357,11,19,6,2023
4705,Jane,13.02,0,0,582,11,18,6,2023
6531,John,4.69,0,0,0,11,13,6,2023
8319,John,5.57,0,0,0,11,9,6,2023
1989,Jane,10.74,0,0,32,11,1,6,2023
6499,John,8.16,0,0,224,11,23,5,2023
4786,Jane,13.67,0,0,312,11,20,5,2023
7869,John,11.66,0,0,258,11,17,5,2023
984,Jane,11.95,0,0,187,11,1,5,2023
5602,Jane,15.13,0,0,435,11,18,4,2023
4490,John,15.63,0,0,116,11,17,4,2023
3215,Jane,15.19,0,0,90,11,14,4,2023
6160,Jane,13.41,0,0,247,11,10,4,2023
7399,Jane,11.2,0,0,269,11,0,4,2023
8305,Jane,11.73,0,0,128,11,0,4,2023
2359,Jane,11.43,0,0,300,11,23,3,2023
5733,John,17.67,0,0,583,11,22,3,2023
8655,Jane,14.71,0,0,399,11,22,3,2023
8728,John,16.8,0,0,327,11,22,3,2023
2654,Default,12.53,0,0,402,11,21,3,2023
8455,John,15.77,0,0,172,11,17,3,2023
6897,John,4.79,0,0,0,11,8,3,2023
7766,John,10.98,0,0,201,11,3,3,2023
2813,Jane,15.96,0,0,388,11,22,2,2023
4702,Jane,14.98,0,0,579,11,22,2,2023
2569,Default,20.71,0,0,338,11,14,2,2023
5564,Jane,11.76,0,0,107,11,3,2,2023
2736,Jane,15.53,0,0,373,11,22,1,2023
7938,Jane,14.71,0,0,462,11,20,1,2023
6990,John,2.17,0,0,0,11,12,1,2023
8255,John,6.78,0,0,0,11,12,1,2023
3987,Jane,11.4,0,0,237,11,11,1,2023
6791,John,7.23,0,0,0,11,10,1,2023
8412,John,3.22,0,0,0,11,9,1,2023
1180,John,5.2,0,0,217,11,6,1,2023
7768,John,10.98,0,0,201,11,3,1,2023
6122,John,8.67,0,0,49,11,1,1,2023
8497,John,16.17,0,0,152,10,19,31,2023
5216,John,11.92,0,0,0,10,15,31,2023
6812,Jane,11.3,0,0,0,10,11,31,2023
7507,Jane,15.75,0,0,0,10,7,31,2023
311,Jane,14.68,0,0,0,10,3,31,2023
407,John,14.8,0,0,0,10,12,30,2023
4081,John,14.64,0,0,0,10,6,30,2023
7714,John,11.12,0,0,0,10,10,29,2023
155,Jane,15.66,0,0,0,10,4,29,2023
4148,Jane,17.81,0,0,0,10,4,29,2023
8568,Jane,16.85,0,0,537,10,21,28,2023
3827,John,13.24,0,0,0,10,14,28,2023
4769,John,13.0,0,0,0,10,14,28,2023
4387,John,12.84,0,0,0,10,4,28,2023
5884,John,19.39,0,0,339,10,21,27,2023
2387,Default,20.25,0,0,308,10,13,27,2023
3767,Jane,12.7,0,0,0,10,10,27,2023
7779,John,15.98,0,0,0,10,2,27,2023
4647,Jane,16.79,0,0,329,10,22,26,2023
6563,John,17.22,0,0,242,10,20,26,2023
4401,Jane,15.55,0,0,59,10,18,26,2023
6944,Jane,12.17,0,0,0,10,15,26,2023
4643,Jane,13.26,0,0,0,10,14,26,2023
7280,John,15.45,0,0,0,10,1,26,2023
7891,Jane,17.21,0,0,229,10,20,25,2023
8140,Jane,15.0,0,0,0,10,13,25,2023
7511,Jane,12.45,0,0,0,10,8,25,2023
604,Jane,15.84,0,0,0,10,2,25,2023
8072,John,15.58,0,0,305,10,22,24,2023
1274,John,15.34,0,0,11,10,17,24,2023
2984,Jane,15.36,0,0,0,10,14,24,2023
6392,Jane,12.43,0,0,0,10,12,24,2023
7930,John,11.0,0,0,0,10,11,24,2023
2276,Default,26.41,0,0,636,10,3,24,2023
3701,John,14.63,0,0,0,10,0,24,2023
5133,John,14.42,0,0,151,10,19,23,2023
5320,Jane,13.15,0,0,300,10,17,23,2023
333,Jane,11.48,0,0,0,10,15,23,2023
7223,John,11.63,0,0,0,10,9,23,2023
8752,John,12.17,0,0,0,10,6,23,2023
6132,Jane,17.64,0,0,0,10,5,23,2023
2271,Default,21.79,0,0,437,10,2,23,2023
8507,John,13.3,0,0,0,10,11,22,2023
8148,Jane,14.82,0,0,78,10,19,21,2023
3958,John,15.22,0,0,240,10,18,21,2023
8822,John,11.19,0,0,0,10,11,21,2023
3122,John,14.94,0,0,0,10,3,21,2023
2275,Jane,17.85,0,0,0,10,23,20,2023
5797,Jane,15.29,0,0,368,10,22,20,2023
845,John,16.87,0,0,322,10,21,20,2023
7294,Jane,13.41,0,0,61,10,16,20,2023
2397,Default,19.32,0,0,330,10,14,20,2023
6881,John,15.51,0,0,0,10,10,20,2023
1639,Jane,12.86,0,0,0,10,8,20,2023
2280,Default,23.82,0,0,415,10,3,20,2023
3829,John,13.24,0,0,0,10,14,19,2023
7186,Jane,14.27,0,0,0,10,12,19,2023
4635,John,13.26,0,0,0,10,9,19,2023
5109,John,11.98,0,0,0,10,8,19,2023
6361,Jane,14.82,0,0,295,10,16,18,2023
2962,Jane,12.06,0,0,0,10,13,18,2023
5078,Jane,14.11,0,0,0,10,9,18,2023
5752,Jane,14.92,0,0,0,10,23,17,2023
1039,Jane,15.14,0,0,298,10,16,17,2023
2422,Default,11.97,0,0,213,10,16,17,2023
6643,Jane,12.03,0,0,0,10,10,17,2023
4609,Jane,15.38,0,0,0,10,8,17,2023
5114,Jane,14.53,0,0,0,10,0,17,2023
5925,Jane,13.85,0,0,101,10,19,16,2023
2368,Default,20.03,0,0,299,10,12,16,2023
1528,John,11.43,0,0,0,10,9,16,2023
5796,Jane,15.29,0,0,368,10,22,15,2023
2395,Default,20.58,0,0,321,10,14,15,2023
4878,John,12.77,0,0,0,10,6,15,2023
3700,John,14.63,0,0,0,10,0,15,2023
684,John,15.83,0,0,32,10,19,14,2023
3488,Jane,15.08,0,0,285,10,17,14,2023
4002,John,13.67,0,0,0,10,15,14,2023
2443,Jane,15.06,0,0,0,10,6,14,2023
4629,Jane,14.61,0,0,72,10,19,13,2023
6568,John,12.94,0,0,0,10,14,13,2023
4360,Jane,14.96,0,0,0,10,10,13,2023
3441,John,11.3,0,0,0,10,6,13,2023
6394,John,13.94,0,0,0,10,2,13,2023
8685,Jane,17.58,0,0,28,10,18,12,2023
6586,Jane,12.63,0,0,0,10,8,12,2023
5348,Jane,16.95,0,0,8,10,20,11,2023
6051,John,17.13,0,0,6,10,19,11,2023
4225,John,15.06,0,0,0,10,0,11,2023
2444,Default,11.89,0,0,337,10,19,10,2023
3108,Jane,15.02,0,0,234,10,17,10,2023
8332,John,14.05,0,0,0,10,14,10,2023
4759,John,12.29,0,0,0,10,10,10,2023
1339,Jane,13.01,0,0,0,10,8,10,2023
1699,John,14.7,0,0,0,10,7,10,2023
2332,John,12.9,0,0,0,10,0,10,2023
2476,Default,16.36,0,0,449,10,23,9,2023
8622,Jane,15.27,0,0,83,10,18,9,2023
1467,John,16.32,0,0,35,10,17,9,2023
3749,John,14.56,0,0,0,10,15,9,2023
7889,Jane,11.21,0,0,0,10,14,9,2023
8832,John,13.03,0,0,0,10,14,9,2023
8720,John,12.17,0,0,0,10,9,9,2023
564,Jane,17.36,0,0,5,10,19,8,2023
7642,Jane,13.81,0,0,150,10,18,8,2023
3316,John,11.91,0,0,0,10,3,8,2023
8518,Jane,14.57,0,0,0,10,2,8,2023
5574,Jane,14.18,0,0,108,10,18,7,2023
2412,Default,17.2,0,0,406,10,16,7,2023
6512,John,14.38,0,0,0,10,13,7,2023
7336,John,15.72,0,0,0,10,13,7,2023
5817,John,13.71,0,0,0,10,12,7,2023
6647,Jane,14.15,0,0,0,10,1,7,2023
6992,Jane,17.97,0,0,0,10,1,7,2023
3399,John,12.54,0,0,0,10,0,7,2023
3699,John,14.63,0,0,0,10,0,7,2023
3439,John,12.03,0,0,0,10,23,6,2023
70,Jane,19.29,0,0,467,10,21,6,2023
7376,Jane,12.91,0,0,0,10,15,6,2023
3942,John,15.85,0,0,0,10,10,6,2023
2911,John,12.95,0,0,0,10,3,6,2023
5112,Jane,14.53,0,0,0,10,0,6,2023
2300,John,13.35,0,0,0,10,13,5,2023
7777,Jane,13.63,0,0,0,10,11,5,2023
1149,John,17.88,0,0,582,10,22,4,2023
2440,Default,11.2,0,0,260,10,17,4,2023
6670,John,15.98,0,0,0,10,13,4,2023
2366,Default,20.09,0,0,135,10,11,4,2023
8237,Jane,11.2,0,0,0,10,8,4,2023
1322,Jane,17.14,0,0,213,10,17,3,2023
6370,John,14.67,0,0,0,10,14,3,2023
8324,John,12.25,0,0,0,10,14,3,2023
2339,Default,25.44,0,0,339,10,10,3,2023
3781,Jane,12.73,0,0,0,10,11,2,2023
6761,Jane,12.79,0,0,0,10,8,2,2023
8569,Jane,16.85,0,0,537,10,21,1,2023
1245,Jane,15.02,0,0,137,10,20,1,2023
442,Jane,12.58,0,0,0,10,15,1,2023
7326,Jane,15.3,0,0,0,10,13,1,2023
8404,John,17.78,0,0,517,9,21,30,2023
3393,Jane,17.12,0,0,0,9,7,30,2023
5281,John,11.35,0,0,0,9,5,30,2023
6121,Jane,14.42,0,0,0,9,1,30,2023
6827,John,11.57,0,0,0,9,12,29,2023
5044,Jane,15.59,0,0,0,9,9,29,2023
8435,John,12.92,0,0,0,9,4,29,2023
2196,John,13.08,0,0,0,9,0,29,2023
7597,John,12.25,0,0,0,9,23,28,2023
6873,Jane,16.43,0,0,50,9,17,28,2023
2195,Default,18.8,0,0,338,9,14,28,2023
7550,John,14.87,0,0,0,9,4,28,2023
6991,John,12.77,0,0,0,9,3,28,2023
7432,Jane,15.56,0,0,460,9,21,27,2023
7201,John,15.03,0,0,150,9,19,27,2023
7953,Jane,17.08,0,0,162,9,16,27,2023
935,Jane,16.1,0,0,0,9,5,27,2023
1587,John,12.9,0,0,0,9,4,27,2023
6105,John,15.43,0,0,0,9,2,27,2023
3312,John,19.33,0,0,446,9,22,26,2023
3575,Jane,17.09,0,0,123,9,16,26,2023
2184,Default,23.18,1,0,304,9,12,26,2023
2131,Default,24.05,0,1,221,9,8,26,2023
3913,John,12.63,0,0,0,9,8,26,2023
799,John,11.3,0,0,0,9,3,26,2023
6824,John,11.17,0,0,0,9,23,25,2023
8778,Jane,15.65,0,0,69,9,19,25,2023
8241,John,14.68,0,0,0,9,15,25,2023
4812,Jane,14.61,0,0,0,9,13,25,2023
596,John,15.81,0,0,0,9,8,25,2023
126,Jane,13.73,0,0,284,9,19,24,2023
6505,Jane,15.24,0,0,0,9,6,24,2023
173,Jane,14.46,0,0,0,9,4,24,2023
2136,Default,25.39,0,0,346,9,9,23,2023
8415,Jane,14.72,0,0,0,9,5,23,2023
6260,John,13.3,0,0,0,9,1,23,2023
2248,Default,14.31,0,0,425,9,22,22,2023
2084,John,16.54,0,0,540,9,21,22,2023
8242,John,17.51,0,0,207,9,19,22,2023
6737,Jane,12.45,0,0,0,9,8,22,2023
2897,John,15.59,0,0,0,9,7,22,2023
8181,Jane,14.14,0,0,0,9,0,22,2023
5035,John,12.07,0,0,0,9,23,21,2023
8756,Jane,16.05,0,0,263,9,20,21,2023
8385,Jane,16.12,0,0,29,9,17,21,2023
2892,Jane,11.41,0,0,0,9,15,21,2023
746,Jane,12.98,0,0,0,9,8,21,2023
8238,Jane,14.33,0,0,0,9,2,21,2023
1446,Jane,15.99,0,0,0,9,23,20,2023
3480,Jane,16.36,0,0,366,9,21,20,2023
6771,Jane,16.41,0,0,501,9,21,20,2023
3201,John,13.21,0,0,0,9,13,20,2023
8414,Jane,14.72,0,0,0,9,5,20,2023
6364,Jane,16.6,0,0,0,9,3,20,2023
3611,Jane,14.23,0,0,0,9,2,20,2023
3034,John,12.8,0,0,0,9,12,19,2023
5688,John,12.31,0,0,0,9,11,19,2023
5471,Jane,17.08,0,0,0,9,6,19,2023
3537,John,12.23,0,0,0,9,4,19,2023
8600,John,12.95,0,0,0,9,2,19,2023
3604,Jane,16.44,0,0,0,9,23,18,2023
3352,John,15.96,0,0,198,9,19,18,2023
8275,John,17.91,0,0,141,9,19,18,2023
6268,John,14.87,0,0,32,9,17,18,2023
6784,Jane,14.24,0,0,0,9,11,18,2023
7100,Jane,16.36,0,0,0,9,7,18,2023
3031,Jane,16.28,0,0,0,9,6,18,2023
8027,John,14.63,0,0,0,9,4,18,2023
2036,Default,17.95,0,0,447,9,0,18,2023
8045,John,17.63,0,0,460,9,21,17,2023
6602,Jane,14.06,0,0,0,9,14,17,2023
5610,John,11.82,0,0,0,9,13,17,2023
2119,Default,24.07,0,0,293,9,6,17,2023
8777,Jane,15.65,0,0,69,9,19,16,2023
7479,Jane,14.48,0,0,0,9,13,16,2023
2138,Jane,15.9,0,0,0,9,8,15,2023
7606,Jane,14.17,0,0,0,9,4,15,2023
516,Jane,14.28,0,0,0,9,1,15,2023
2034,Default,21.39,0,0,703,9,0,15,2023
8449,Jane,12.68,0,0,0,9,9,14,2023
815,John,11.94,0,0,0,9,6,14,2023
8601,John,12.95,0,0,0,9,2,14,2023
2234,Default,14.0,1,0,418,9,21,13,2023
2523,Jane,14.83,0,0,0,9,12,13,2023
2175,Default,23.42,0,0,302,9,11,13,2023
2042,Default,18.34,0,0,454,9,0,13,2023
6216,John,13.35,0,0,1,9,16,12,2023
8398,John,11.12,0,0,0,9,11,12,2023
3433,John,18.83,0,0,501,9,22,11,2023
806,Jane,13.71,0,0,244,9,20,11,2023
4099,Jane,16.97,0,0,166,9,18,11,2023
8609,Jane,16.71,0,0,276,9,17,11,2023
3881,John,13.9,0,0,0,9,15,11,2023
2107,Default,27.96,0,0,505,9,6,11,2023
2066,Default,27.44,0,0,657,9,3,11,2023
6452,Jane,12.41,0,0,0,9,10,10,2023
6736,Jane,12.45,0,0,0,9,8,10,2023
7098,Jane,16.36,0,0,0,9,7,10,2023
2112,Default,27.41,0,0,508,9,6,10,2023
8716,John,14.17,0,0,0,9,3,10,2023
1264,John,17.81,0,0,562,9,21,9,2023
1992,John,17.82,0,0,260,9,18,9,2023
4576,John,14.26,0,0,0,9,10,9,2023
171,Jane,15.04,0,0,394,9,21,8,2023
1015,Jane,15.86,0,0,324,9,21,8,2023
6599,John,15.13,0,0,501,9,21,8,2023
837,John,14.13,0,0,247,9,19,8,2023
3459,John,15.92,0,0,193,9,17,8,2023
5643,Jane,13.83,0,0,0,9,13,8,2023
7834,John,15.5,0,0,0,9,1,8,2023
2049,Jane,16.46,0,0,0,9,0,8,2023
6606,Jane,13.01,0,0,222,9,18,7,2023
2057,Jane,13.41,0,0,0,9,10,7,2023
2147,Default,24.73,0,0,315,9,10,7,2023
4944,Jane,14.24,0,0,0,9,2,7,2023
8386,Jane,16.12,0,0,29,9,17,6,2023
2180,Default,18.47,1,0,154,9,11,6,2023
3974,Jane,17.93,0,0,0,9,6,6,2023
2154,Default,25.36,0,0,328,9,10,5,2023
374,John,13.31,0,0,0,9,1,5,2023
3090,Jane,15.59,0,0,0,9,14,4,2023
421,Jane,11.47,0,0,0,9,10,4,2023
8115,John,12.7,0,0,0,9,5,4,2023
2450,John,13.38,0,0,0,9,3,4,2023
3147,Jane,15.96,0,0,0,9,0,4,2023
6519,Jane,13.85,0,0,184,9,16,3,2023
60,John,11.6,0,0,0,9,12,3,2023
8474,John,12.67,0,0,0,9,12,3,2023
8758,Jane,16.05,0,0,263,9,20,2,2023
3932,Jane,15.81,0,0,0,9,12,2,2023
1966,John,13.22,0,0,0,9,6,2,2023
1924,John,14.55,0,0,0,9,3,2,2023
4837,Jane,18.24,0,0,394,9,22,1,2023
7955,John,17.28,0,0,406,9,21,1,2023
832,Jane,11.96,0,0,0,9,12,1,2023
6854,John,14.41,0,0,0,9,9,1,2023
568,John,11.47,0,0,0,9,7,1,2023
2087,Default,23.3,0,0,378,9,4,1,2023
2606,Jane,15.22,0,0,0,9,4,1,2023
6106,John,15.43,0,0,0,9,2,1,2023
1290,John,11.94,0,0,0,9,0,1,2023
353,Jane,14.27,0,0,0,8,23,31,2023
2007,Default,21.56,0,0,691,8,23,31,2023
5219,John,12.14,0,0,0,8,23,31,2023
6610,John,13.38,0,0,90,8,19,31,2023
8541,Jane,14.43,0,0,0,8,13,31,2023
8387,Jane,13.88,0,0,0,8,12,31,2023
8484,John,13.81,0,0,0,8,9,31,2023
143,Jane,19.46,0,0,315,8,22,30,2023
4915,John,17.41,0,0,455,8,22,30,2023
7317,John,14.59,0,0,83,8,18,30,2023
5234,Jane,14.42,0,0,25,8,16,30,2023
4218,John,15.89,0,0,0,8,15,30,2023
566,John,14.19,0,0,0,8,10,30,2023
5888,John,12.87,0,0,0,8,2,30,2023
2002,Default,14.02,0,0,446,8,22,29,2023
6353,Jane,18.79,0,0,392,8,22,29,2023
189,Jane,18.29,0,0,310,8,21,29,2023
8782,John,11.74,0,0,0,8,14,29,2023
391,Jane,14.27,0,0,0,8,12,29,2023
4361,John,15.4,0,0,0,8,1,29,2023
5894,Jane,16.01,0,0,272,8,16,28,2023
4575,Jane,18.0,0,0,0,8,7,28,2023
6141,John,15.49,0,0,0,8,12,27,2023
1847,Default,25.26,0,0,352,8,9,27,2023
4636,Jane,11.55,0,0,0,8,9,27,2023
5094,John,15.8,0,0,0,8,6,27,2023
4558,John,15.55,0,0,139,8,20,26,2023
7789,John,15.54,0,0,0,8,15,26,2023
2531,Jane,12.56,0,0,0,8,13,26,2023
744,John,15.17,0,0,0,8,11,26,2023
5655,Jane,14.44,0,0,0,8,6,26,2023
2014,Default,17.15,0,0,456,8,23,25,2023
7760,Jane,17.49,0,0,0,8,23,25,2023
7949,John,12.95,0,0,0,8,23,25,2023
6050,Jane,16.56,0,0,147,8,20,25,2023
8762,John,15.91,0,0,0,8,15,25,2023
2086,John,13.14,0,0,0,8,4,25,2023
5343,John,12.24,0,0,0,8,1,25,2023
6166,John,11.4,0,0,0,8,1,25,2023
948,John,12.23,0,0,0,8,23,24,2023
5746,Jane,14.09,0,0,20,8,18,24,2023
2568,John,17.36,0,0,150,8,17,24,2023
238,John,13.06,0,0,194,8,18,23,2023
4846,Jane,14.34,0,0,0,8,12,23,2023
6703,John,15.3,0,0,0,8,7,23,2023
1762,Default,23.22,0,0,687,8,1,23,2023
6637,Jane,16.94,0,0,134,8,17,22,2023
5788,Jane,19.49,0,0,376,8,22,21,2023
1923,Default,12.57,0,0,193,8,15,21,2023
7902,John,15.15,0,0,0,8,12,21,2023
2508,Jane,14.38,0,0,0,8,8,21,2023
8107,Jane,15.16,0,0,476,8,21,20,2023
5654,John,14.0,0,0,0,8,3,20,2023
221,Jane,13.06,0,0,236,8,20,19,2023
8379,John,14.48,0,0,153,8,18,19,2023
8356,Jane,14.19,0,0,198,8,16,19,2023
3155,John,11.65,0,0,0,8,11,19,2023
1979,Default,13.68,0,0,403,8,21,18,2023
861,Jane,14.41,0,0,161,8,18,18,2023
1971,Jane,15.28,0,0,123,8,17,18,2023
5697,Jane,17.16,0,0,19,8,17,18,2023
5464,John,15.17,0,0,0,8,15,18,2023
1866,Default,22.78,0,0,167,8,10,18,2023
8818,John,13.93,0,0,0,8,6,18,2023
1797,Default,22.71,0,0,409,8,3,18,2023
7619,Jane,15.69,0,0,0,8,2,18,2023
5179,Jane,13.24,0,0,96,8,16,17,2023
1865,Default,19.6,0,0,157,8,10,17,2023
3328,John,11.07,0,0,0,8,10,17,2023
7712,Jane,11.4,0,0,0,8,9,17,2023
2111,Jane,14.2,0,0,0,8,5,17,2023
2868,Jane,14.15,0,0,0,8,5,17,2023
5198,John,12.63,0,0,0,8,23,16,2023
192,Jane,18.98,0,0,337,8,22,16,2023
8015,John,14.45,0,0,45,8,19,16,2023
8143,John,17.51,0,0,180,8,16,16,2023
3649,John,15.32,0,0,0,8,14,16,2023
7602,Jane,14.86,0,0,0,8,13,16,2023
7504,John,15.64,0,0,0,8,23,15,2023
7521,John,13.74,0,0,219,8,19,15,2023
4681,John,16.3,0,0,279,8,18,15,2023
1282,Jane,12.1,0,0,0,8,14,15,2023
4381,John,11.05,0,0,0,8,13,15,2023
1905,Jane,11.69,0,0,0,8,11,15,2023
1767,Default,20.89,0,0,441,8,1,15,2023
8106,Jane,15.16,0,0,476,8,21,14,2023
3162,John,17.22,0,0,127,8,19,14,2023
5288,John,17.64,0,0,293,8,18,14,2023
1914,Default,15.54,0,0,153,8,13,14,2023
1108,John,13.09,0,0,0,8,0,14,2023
8879,John,16.2,0,0,121,8,17,13,2023
1001,John,15.14,0,0,0,8,13,13,2023
5235,John,14.03,0,0,0,8,2,13,2023
1944,Default,15.34,0,0,539,8,19,12,2023
1412,Jane,12.68,0,0,0,8,12,12,2023
4895,Jane,12.35,0,0,0,8,12,12,2023
2367,Jane,15.11,0,0,0,8,9,12,2023
3922,Jane,13.48,0,0,0,8,8,12,2023
8228,John,12.7,0,0,0,8,23,11,2023
5444,John,18.06,0,0,528,8,22,11,2023
8326,John,18.15,0,0,405,8,21,11,2023
3178,John,14.38,0,0,0,8,13,11,2023
2835,Jane,15.91,0,0,0,8,12,11,2023
4404,John,11.3,0,0,0,8,10,11,2023
5167,Jane,15.75,0,0,0,8,23,10,2023
3960,John,15.28,0,0,452,8,22,10,2023
1253,Jane,13.08,0,0,0,8,14,10,2023
4894,Jane,12.35,0,0,0,8,12,10,2023
5083,John,13.81,0,0,0,8,11,10,2023
1824,Default,26.57,0,0,261,8,7,10,2023
625,John,14.13,0,0,0,8,13,9,2023
7409,John,14.89,0,0,0,8,2,9,2023
5790,Jane,19.49,0,0,376,8,22,8,2023
8378,John,14.48,0,0,153,8,18,8,2023
2762,Jane,11.87,0,0,0,8,14,8,2023
585,Jane,11.03,0,0,0,8,10,8,2023
5765,Jane,16.65,0,0,0,8,6,8,2023
5948,John,13.57,0,0,0,8,23,7,2023
6730,Jane,16.94,0,0,359,8,22,7,2023
6973,John,14.21,0,0,43,8,17,7,2023
1879,Default,22.0,0,1,297,8,12,7,2023
6929,John,14.33,0,0,0,8,2,7,2023
1926,John,15.29,0,0,0,8,8,6,2023
5095,John,15.8,0,0,0,8,6,6,2023
6310,Jane,15.18,0,0,0,8,5,6,2023
1800,Default,26.38,0,0,604,8,4,6,2023
3057,Jane,17.67,0,0,0,8,2,6,2023
7892,Jane,17.89,0,0,0,8,0,6,2023
1050,John,13.6,0,0,0,8,23,5,2023
1931,Default,17.31,0,0,512,8,18,5,2023
1851,Default,23.2,0,0,198,8,9,5,2023
2197,John,13.2,0,0,0,8,2,5,2023
2694,John,12.37,0,0,0,8,2,5,2023
6526,John,15.85,0,0,0,8,23,4,2023
3383,Jane,17.29,0,0,51,8,20,4,2023
3793,Jane,17.49,0,0,41,8,19,4,2023
1687,John,12.45,0,0,0,8,10,4,2023
1781,Jane,15.91,0,0,0,8,9,4,2023
4074,John,14.9,0,0,0,8,12,3,2023
5093,John,15.19,0,0,0,8,7,3,2023
7022,John,11.22,0,0,0,8,5,3,2023
8158,John,11.63,0,0,0,8,23,2,2023
1138,Jane,11.23,0,0,0,8,15,2,2023
5636,Jane,12.96,0,0,0,8,14,2,2023
7492,John,12.14,0,0,0,8,11,2,2023
7203,John,12.58,0,0,0,8,10,2,2023
7989,Jane,13.2,0,0,0,8,10,2,2023
3097,Jane,15.84,0,0,0,8,2,2,2023
1759,Default,17.47,1,0,445,8,0,2,2023
8602,Jane,14.76,0,0,0,8,13,1,2023
1784,Default,24.18,1,0,638,8,3,1,2023
4140,John,13.91,0,0,0,7,23,31,2023
7772,John,13.56,0,0,0,7,23,31,2023
6397,John,15.96,0,0,0,7,15,31,2023
5979,John,15.49,0,0,0,7,13,31,2023
1631,Default,19.9,0,0,308,7,12,31,2023
7163,John,15.23,0,0,0,7,9,31,2023
3350,Jane,11.72,0,0,0,7,8,31,2023
5486,John,15.5,0,0,0,7,2,31,2023
4776,John,14.64,0,0,0,7,1,31,2023
5713,Jane,13.6,0,0,0,7,15,30,2023
6169,John,13.21,0,0,0,7,15,30,2023
5919,Jane,15.89,0,0,0,7,2,30,2023
8263,John,15.42,0,0,0,7,0,30,2023
3207,Jane,12.35,0,0,0,7,21,29,2023
2754,John,15.75,0,0,0,7,17,29,2023
3016,Jane,13.54,0,0,0,7,13,29,2023
1578,Default,23.99,0,0,352,7,9,29,2023
384,John,14.87,0,0,0,7,4,29,2023
1702,Default,15.49,0,0,601,7,20,28,2023
1556,Default,26.74,0,0,487,7,6,28,2023
8436,John,15.69,0,0,0,7,5,28,2023
1519,Default,26.27,0,0,605,7,4,28,2023
1463,Jane,14.13,0,0,0,7,2,28,2023
4560,John,14.84,0,0,0,7,1,28,2023
3608,Jane,14.2,0,0,0,7,0,28,2023
5173,Jane,12.27,0,0,598,7,23,27,2023
6021,John,15.11,0,0,0,7,23,27,2023
7756,John,13.19,0,0,0,7,11,27,2023
5920,Jane,11.27,0,0,526,7,23,26,2023
4390,John,14.55,0,0,0,7,18,26,2023
7405,John,13.01,0,0,0,7,18,26,2023
3784,Jane,11.61,0,0,0,7,13,26,2023
1731,Jane,14.59,0,0,0,7,6,26,2023
4764,Jane,15.27,0,0,0,7,1,26,2023
1730,Default,13.47,0,0,430,7,22,25,2023
4237,Jane,11.01,0,0,0,7,10,25,2023
1592,Default,22.3,0,0,195,7,9,25,2023
2160,John,14.05,0,0,0,7,7,25,2023
1232,John,14.32,0,0,0,7,6,25,2023
2846,Jane,12.04,0,0,313,7,23,24,2023
1193,John,15.32,0,0,0,7,18,24,2023
6759,Jane,13.35,0,0,0,7,14,24,2023
