id,user,temp,gasDetect,fireDetect,lightLevel,month,hour
8551,John,20.32,0,0,233,3,18
8552,John,20.32,0,0,233,3,18
8673,John,21.49,0,0,206,3,18
759,Default,16.54,0,0,558,3,19
761,Default,10.41,0,0,346,3,19
964,John,20.18,0,0,547,3,19
1257,Jane,12.62,0,0,400,3,19
1818,Jane,13.56,0,0,362,3,19
2098,Jane,14.33,0,0,499,3,19
2155,Jane,15.23,0,0,568,3,19
2495,Jane,13.49,0,0,545,3,19
2856,Jane,13.67,0,0,334,3,19
3473,Jane,14.6,0,0,333,3,19
3573,John,19.72,0,0,437,3,19
3983,John,19.24,0,0,540,3,19
4222,Jane,13.56,0,0,325,3,19
6747,Jane,15.95,0,0,501,3,19
7177,Jane,14.54,0,0,562,3,19
7178,Jane,14.54,0,0,562,3,19
7798,Jane,12.3,0,0,551,3,19
765,Default,15.89,0,1,577,3,20
767,Default,11.09,0,1,370,3,20
1372,John,21.59,0,0,511,3,20
2019,John,21.62,0,0,379,3,20
3845,John,21.86,0,0,464,3,20
3846,John,21.86,0,0,464,3,20
3847,John,21.86,0,0,464,3,20
5338,Jane,20.47,0,0,315,3,20
5802,John,21.33,0,0,580,3,20
6008,John,19.35,0,0,597,3,20
6403,Jane,20.41,0,0,431,3,20
6405,John,20.02,0,0,309,3,20
6406,John,20.02,0,0,309,3,20
6407,John,20.02,0,0,309,3,20
6428,Jane,20.24,0,0,305,3,20
6603,Jane,20.11,0,0,420,3,20
6984,Jane,18.35,0,0,437,3,20
7119,John,20.4,0,0,598,3,20
7175,John,20.29,0,0,514,3,20
7759,John,18.11,0,0,541,3,20
8134,John,20.33,0,0,567,3,20
258,Jane,20.48,0,0,546,3,21
768,Default,16.65,0,0,642,3,21
770,Default,19.28,0,0,643,3,21
771,Default,13.05,0,0,400,3,21
772,Default,12.34,0,0,414,3,21
2168,John,19.42,0,0,361,3,21
3409,John,19.49,0,0,530,3,21
3737,Jane,20.76,0,0,580,3,21
4414,Jane,21.36,0,0,308,3,21
4415,Jane,21.36,0,0,308,3,21
4497,John,21.93,0,0,380,3,21
5047,John,19.53,0,0,349,3,21
5368,Jane,18.84,0,0,563,3,21
6207,Jane,19.1,0,0,556,3,21
6208,Jane,19.1,0,0,556,3,21
6456,John,21.27,0,0,434,3,21
6457,John,21.27,0,0,434,3,21
6460,Jane,20.15,0,0,471,3,21
6683,John,19.82,0,0,466,3,21
6684,John,19.82,0,0,466,3,21
6862,John,18.39,0,0,569,3,21
7974,Jane,18.69,0,0,309,3,21
242,Jane,19.75,0,0,583,3,22
478,Jane,19.48,0,0,306,3,22
526,John,19.55,0,0,356,3,22
1117,Jane,19.79,0,0,379,3,22
1259,John,18.81,0,0,391,3,22
1301,John,18.62,0,0,387,3,22
1520,John,18.44,0,0,308,3,22
1777,Jane,19.07,0,0,431,3,22
1816,Jane,20.31,0,0,565,3,22
1984,Jane,20.23,0,0,499,3,22
2279,Jane,19.71,0,0,471,3,22
2488,John,20.68,0,0,386,3,22
3193,John,19.14,0,0,589,3,22
4267,Jane,18.36,0,0,474,3,22
4283,John,19.84,0,0,501,3,22
4284,John,19.84,0,0,501,3,22
4285,John,19.84,0,0,501,3,22
4925,John,20.32,0,0,509,3,22
4926,John,20.32,0,0,509,3,22
5072,John,18.9,0,0,599,3,22
5073,John,18.9,0,0,599,3,22
5466,John,21.15,0,0,462,3,22
5467,John,21.15,0,0,462,3,22
5999,Jane,20.64,0,0,497,3,22
6071,John,18.58,0,0,405,3,22
6232,John,20.14,0,0,303,3,22
6871,Jane,20.67,0,0,493,3,22
6872,Jane,20.67,0,0,493,3,22
7594,John,19.74,0,0,526,3,22
7648,John,20.73,0,0,311,3,22
7649,John,20.73,0,0,311,3,22
7943,John,20.28,0,0,355,3,22
8360,John,20.83,0,0,477,3,22
8771,John,20.47,0,0,469,3,22
8772,John,20.47,0,0,469,3,22
8915,Jane,18.35,0,0,318,3,22
774,Default,21.92,0,0,677,3,23
777,Default,14.49,0,0,440,3,23
1722,Jane,16.54,0,0,148,3,23
2047,John,12.77,0,0,0,3,23
2099,Jane,16.56,0,0,207,3,23
2207,John,15.54,0,0,0,3,23
3106,John,13.53,0,0,0,3,23
3539,John,14.49,0,0,0,3,23
3540,John,14.49,0,0,0,3,23
3761,John,13.93,0,0,0,3,23
4113,Jane,17.74,0,0,123,3,23
4611,Jane,17.18,0,0,278,3,23
4844,Jane,17.26,0,0,3,3,23
4845,Jane,17.26,0,0,3,3,23
6688,Jane,18.0,0,0,125,3,23
6689,Jane,18.0,0,0,125,3,23
7221,John,12.32,0,0,0,3,23
7251,Jane,16.36,0,0,231,3,23
7650,Jane,16.45,0,0,59,3,23
7651,Jane,16.45,0,0,59,3,23
7652,Jane,16.45,0,0,59,3,23
7996,Jane,17.53,0,0,170,3,23
8085,Jane,17.5,0,0,295,3,23
8086,Jane,17.5,0,0,295,3,23
8805,Jane,16.05,0,0,80,3,23
8806,Jane,16.05,0,0,80,3,23
299,John,14.29,0,0,0,4,0
399,John,14.62,0,0,0,4,0
607,Jane,16.25,0,0,69,4,0
670,Jane,16.3,0,0,176,4,0
778,Default,22.61,0,0,727,4,0
785,Default,16.94,0,0,452,4,0
970,John,12.67,0,0,0,4,0
1461,John,15.92,0,0,0,4,0
3501,John,12.83,0,0,0,4,0
3965,John,13.75,0,0,0,4,0
3966,John,13.75,0,0,0,4,0
3967,John,13.75,0,0,0,4,0
4291,John,15.18,0,0,0,4,0
4319,Jane,16.64,0,0,162,4,0
4320,Jane,16.64,0,0,162,4,0
4440,John,13.57,0,0,0,4,0
4608,Jane,16.31,0,0,147,4,0
5226,Jane,16.93,0,0,52,4,0
5403,Jane,16.82,0,0,140,4,0
5404,Jane,16.82,0,0,140,4,0
6173,John,14.53,0,0,0,4,0
6174,John,14.53,0,0,0,4,0
6382,Jane,16.15,0,0,252,4,0
7048,Jane,17.12,0,0,177,4,0
7049,Jane,17.12,0,0,177,4,0
7616,John,14.11,0,0,0,4,0
7679,John,15.64,0,0,0,4,0
8019,Jane,17.73,0,0,42,4,0
8448,John,15.36,0,0,0,4,0
667,Jane,16.71,0,0,170,4,1
786,Default,22.2,0,0,700,4,1
788,Default,23.7,0,0,691,4,1
795,Default,19.31,0,0,435,4,1
805,Default,19.71,0,0,463,4,1
932,Jane,17.62,0,0,51,4,1
2713,John,15.71,0,0,0,4,1
2863,John,14.31,0,0,0,4,1
3011,Jane,16.54,0,0,111,4,1
3012,Jane,16.54,0,0,111,4,1
3191,Jane,17.34,0,0,134,4,1
3313,Jane,17.99,0,0,278,4,1
3451,John,14.85,0,0,0,4,1
3804,John,14.36,0,0,0,4,1
4247,Jane,16.38,0,0,235,4,1
4462,Jane,17.1,0,0,257,4,1
4463,Jane,17.1,0,0,257,4,1
4464,Jane,17.1,0,0,257,4,1
4465,Jane,17.1,0,0,257,4,1
5149,Jane,17.83,0,0,225,4,1
5435,John,12.56,0,0,0,4,1
5749,John,12.39,0,0,0,4,1
5750,John,12.39,0,0,0,4,1
5751,John,12.39,0,0,0,4,1
6289,John,13.22,0,0,0,4,1
6290,John,13.22,0,0,0,4,1
6291,John,13.22,0,0,0,4,1
7498,Jane,17.3,0,0,279,4,1
7499,Jane,17.3,0,0,279,4,1
7623,Jane,16.44,0,0,130,4,1
7644,John,14.68,0,0,0,4,1
8498,John,13.25,0,0,0,4,1
120,Jane,17.83,0,0,272,4,2
288,Jane,17.25,0,0,194,4,2
810,Default,24.71,1,0,681,4,2
811,Default,25.37,0,0,674,4,2
812,Default,24.32,0,0,668,4,2
813,Default,23.6,0,0,665,4,2
816,Default,21.62,1,0,421,4,2
818,Default,20.29,0,0,434,4,2
819,Default,22.25,0,0,430,4,2
820,Default,20.81,0,0,431,4,2
831,Jane,16.39,0,0,156,4,2
1603,John,15.39,0,0,0,4,2
1654,John,15.71,0,0,0,4,2
2026,John,15.49,0,0,0,4,2
2073,Jane,17.24,0,0,180,4,2
2618,Jane,17.78,0,0,209,4,2
2914,Jane,16.19,0,0,67,4,2
3532,John,12.36,0,0,0,4,2
3859,Jane,16.32,0,0,18,4,2
4106,John,14.61,0,0,0,4,2
4255,John,14.86,0,0,0,4,2
4738,John,15.2,0,0,0,4,2
4739,John,15.2,0,0,0,4,2
4740,John,15.2,0,0,0,4,2
5018,John,13.6,0,0,0,4,2
7209,Jane,16.29,0,0,72,4,2
7210,Jane,16.29,0,0,72,4,2
7211,Jane,16.29,0,0,72,4,2
7212,Jane,16.29,0,0,72,4,2
7461,John,12.51,0,0,0,4,2
7462,John,13.6,0,0,0,4,2
7545,Jane,17.13,0,0,135,4,2
7546,Jane,17.13,0,0,135,4,2
8444,Jane,16.82,0,0,209,4,2
824,Default,27.12,0,0,643,4,3
825,Default,26.38,0,1,653,4,3
830,Default,25.71,0,0,646,4,3
833,Default,24.74,1,0,622,4,3
839,Default,25.57,0,0,655,4,3
841,Default,24.25,0,0,647,4,3
844,Default,24.91,0,0,636,4,3
850,Default,22.99,0,0,403,4,3
851,Default,22.46,0,1,421,4,3
853,Default,21.97,0,0,402,4,3
854,Default,22.95,1,0,390,4,3
855,Default,24.27,0,0,404,4,3
859,Default,22.12,0,0,422,4,3
860,Default,24.41,0,0,415,4,3
995,Jane,17.33,0,0,74,4,3
1582,John,14.25,0,0,0,4,3
2011,John,16.0,0,0,0,4,3
2537,John,14.02,0,0,0,4,3
3295,John,12.23,0,0,0,4,3
3425,John,13.17,0,0,0,4,3
3533,Jane,17.41,0,0,33,4,3
3726,John,15.98,0,0,0,4,3
3727,John,15.98,0,0,0,4,3
3906,John,15.78,0,0,0,4,3
3907,John,15.78,0,0,0,4,3
3908,John,15.78,0,0,0,4,3
3909,John,15.78,0,0,0,4,3
3910,John,15.78,0,0,0,4,3
4860,John,12.93,0,0,0,4,3
6334,Jane,16.85,0,0,282,4,3
6470,John,13.52,0,0,0,4,3
6471,John,13.52,0,0,0,4,3
6472,John,13.52,0,0,0,4,3
6473,John,13.52,0,0,0,4,3
6474,John,13.52,0,0,0,4,3
6569,Jane,17.66,0,0,204,4,3
7007,Jane,16.9,0,0,11,4,3
7310,Jane,16.34,0,0,37,4,3
7311,Jane,16.34,0,0,37,4,3
7312,Jane,16.34,0,0,37,4,3
8607,Jane,17.9,0,0,193,4,3
8608,Jane,17.9,0,0,193,4,3
89,Jane,16.53,0,0,264,4,4
757,Jane,16.54,0,0,70,4,4
817,Jane,16.98,0,0,200,4,4
862,Default,25.4,0,0,602,4,4
863,Default,25.09,0,0,381,4,4
936,Jane,16.11,0,0,245,4,4
1212,John,13.32,0,0,0,4,4
1384,Jane,16.85,0,0,206,4,4
1780,John,13.7,0,0,0,4,4
1791,Jane,17.19,0,0,247,4,4
3278,John,15.16,0,0,0,4,4
3821,Jane,16.85,0,0,29,4,4
4251,John,13.69,0,0,0,4,4
4252,John,13.69,0,0,0,4,4
4951,Jane,16.68,0,0,206,4,4
5665,John,13.67,0,0,0,4,4
5666,John,13.67,0,0,0,4,4
6046,Jane,17.49,0,0,214,4,4
6047,Jane,17.49,0,0,214,4,4
6048,Jane,17.49,0,0,214,4,4
6049,Jane,17.49,0,0,214,4,4
7721,Jane,16.3,0,0,299,4,4
7722,Jane,16.3,0,0,299,4,4
7791,John,13.31,0,0,0,4,4
7961,John,13.6,0,0,0,4,4
8176,Jane,17.71,0,0,212,4,4
8807,Jane,17.12,0,0,137,4,4
303,John,15.19,0,0,0,4,5
459,Jane,16.9,0,0,12,4,5
621,Jane,16.54,0,0,17,4,5
809,Jane,16.43,0,0,38,4,5
864,Default,29.28,0,0,540,4,5
866,Default,24.65,0,0,325,4,5
1334,John,15.61,0,0,0,4,5
2299,John,16.0,0,0,0,4,5
2653,John,12.5,0,0,0,4,5
3438,Jane,17.52,0,0,3,4,5
4089,John,14.07,0,0,0,4,5
4229,Jane,17.4,0,0,5,4,5
4230,Jane,17.4,0,0,5,4,5
4520,John,13.05,0,0,0,4,5
4713,John,14.85,0,0,0,4,5
5541,Jane,16.06,0,0,52,4,5
5647,Jane,16.11,0,0,167,4,5
6950,Jane,16.74,0,0,270,4,5
6951,Jane,16.74,0,0,270,4,5
8547,Jane,17.68,0,0,239,4,5
8548,Jane,17.68,0,0,239,4,5
46,Jane,16.21,0,0,278,4,6
315,Jane,16.89,0,0,195,4,6
829,Jane,16.78,0,0,281,4,6
925,John,14.2,0,0,0,4,6
1448,John,15.34,0,0,0,4,6
1659,John,12.21,0,0,0,4,6
1748,John,14.53,0,0,0,4,6
2320,Jane,16.99,0,0,193,4,6
2419,Jane,17.87,0,0,63,4,6
3431,Jane,17.2,0,0,261,4,6
3450,John,14.67,0,0,0,4,6
3825,John,15.83,0,0,0,4,6
5205,John,12.39,0,0,0,4,6
5314,Jane,17.84,0,0,100,4,6
6676,John,15.54,0,0,0,4,6
6677,John,15.54,0,0,0,4,6
6678,John,15.54,0,0,0,4,6
6679,John,15.54,0,0,0,4,6
6680,John,15.54,0,0,0,4,6
6742,Jane,16.57,0,0,119,4,6
7005,John,15.37,0,0,0,4,6
7496,Jane,17.98,0,0,83,4,6
8141,John,15.52,0,0,0,4,6
8239,Jane,16.15,0,0,35,4,6
8839,John,15.23,0,0,0,4,6
552,Jane,16.59,0,0,276,4,7
873,Default,29.23,0,1,474,4,7
878,Jane,16.06,0,0,83,4,7
881,Default,25.28,0,1,260,4,7
903,John,13.28,0,0,0,4,7
2135,Jane,17.47,0,0,214,4,7
2542,Jane,16.13,0,0,220,4,7
2920,Jane,16.67,0,0,189,4,7
3010,Jane,16.4,0,0,8,4,7
3333,Jane,16.83,0,0,148,4,7
3334,Jane,16.83,0,0,148,4,7
3335,Jane,16.83,0,0,148,4,7
3485,John,15.27,0,0,0,4,7
3543,Jane,16.6,0,0,124,4,7
3876,John,14.13,0,0,0,4,7
4368,John,14.01,0,0,0,4,7
5152,Jane,17.86,0,0,89,4,7
5493,Jane,16.28,0,0,186,4,7
5738,John,12.68,0,0,0,4,7
5899,John,14.68,0,0,0,4,7
6000,Jane,16.74,0,0,277,4,7
6591,John,14.36,0,0,0,4,7
6592,John,14.36,0,0,0,4,7
7258,John,13.11,0,0,0,4,7
7474,Jane,17.33,0,0,291,4,7
7475,Jane,17.33,0,0,291,4,7
7476,Jane,17.33,0,0,291,4,7
7894,Jane,17.77,0,0,255,4,7
8058,Jane,16.38,0,0,122,4,7
887,Default,25.61,0,0,407,4,8
889,Default,25.73,0,0,408,4,8
893,Default,25.96,0,0,395,4,8
896,Default,28.15,0,0,397,4,8
897,Default,26.91,1,0,398,4,8
900,Default,22.6,0,0,217,4,8
902,Default,22.97,0,0,209,4,8
906,Default,24.85,0,0,238,4,8
908,Default,24.15,0,0,218,4,8
910,Default,24.56,1,0,223,4,8
1224,John,9.84,0,0,0,4,8
2009,John,7.46,0,0,0,4,8
3252,John,9.59,0,0,0,4,8
3768,Jane,11.35,0,0,284,4,8
4963,John,7.41,0,0,0,4,8
4964,John,7.41,0,0,0,4,8
4965,John,7.41,0,0,0,4,8
4966,John,7.41,0,0,0,4,8
5413,John,9.01,0,0,0,4,8
5543,Jane,12.37,0,0,74,4,8
5757,John,8.35,0,0,0,4,8
5758,John,8.35,0,0,0,4,8
5759,John,8.35,0,0,0,4,8
5760,John,8.35,0,0,0,4,8
5895,John,9.59,0,0,0,4,8
5896,John,9.59,0,0,0,4,8
6138,John,7.77,0,0,0,4,8
6139,John,7.77,0,0,0,4,8
7455,John,7.93,0,0,0,4,8
7598,Jane,12.27,0,0,138,4,8
7599,Jane,12.27,0,0,138,4,8
8488,Jane,11.47,0,0,119,4,8
8489,Jane,11.47,0,0,119,4,8
8875,Jane,11.98,0,0,292,4,8
281,John,7.63,0,0,0,4,9
721,Jane,10.04,0,0,286,4,9
828,John,8.65,0,0,0,4,9
916,Default,24.62,0,0,372,4,9
928,Default,24.65,0,0,332,4,9
929,Default,23.98,1,0,365,4,9
937,Default,24.2,0,0,198,4,9
941,Default,21.63,0,0,184,4,9
944,Default,22.57,1,0,185,4,9
1192,Jane,13.26,0,0,12,4,9
1656,John,9.45,0,0,0,4,9
2225,Jane,13.24,0,0,95,4,9
2581,John,8.53,0,0,0,4,9
3169,Jane,13.97,0,0,114,4,9
4000,Jane,12.68,0,0,252,4,9
4001,Jane,12.68,0,0,252,4,9
4256,John,7.47,0,0,0,4,9
4612,John,8.21,0,0,0,4,9
4871,Jane,10.01,0,0,219,4,9
4872,Jane,10.01,0,0,219,4,9
4873,Jane,10.01,0,0,219,4,9
4874,Jane,10.01,0,0,219,4,9
4959,Jane,10.8,0,0,256,4,9
5657,John,7.28,0,0,0,4,9
5658,John,7.28,0,0,0,4,9
6332,John,8.51,0,0,0,4,9
6333,John,8.51,0,0,0,4,9
6417,Jane,10.69,0,0,221,4,9
6418,Jane,10.69,0,0,221,4,9
6419,Jane,10.69,0,0,221,4,9
6420,Jane,10.69,0,0,221,4,9
6421,Jane,10.69,0,0,221,4,9
6726,John,9.05,0,0,0,4,9
6727,John,9.05,0,0,0,4,9
6925,Jane,12.85,0,0,163,4,9
7445,John,7.68,0,0,0,4,9
7446,John,7.68,0,0,0,4,9
7447,John,7.68,0,0,0,4,9
7448,John,7.68,0,0,0,4,9
7449,John,7.68,0,0,0,4,9
8566,Jane,11.48,0,0,12,4,9
8567,Jane,11.48,0,0,12,4,9
172,John,8.87,0,0,0,4,10
184,Jane,11.11,0,0,130,4,10
946,Default,26.44,0,1,321,4,10
947,John,7.92,0,0,0,4,10
950,Default,21.26,0,1,180,4,10
1018,John,9.22,0,0,0,4,10
1062,Jane,10.23,0,0,215,4,10
1531,Jane,11.97,0,0,283,4,10
1735,John,8.24,0,0,0,4,10
1995,John,7.13,0,0,0,4,10
2094,Jane,11.24,0,0,185,4,10
2619,John,7.27,0,0,0,4,10
3375,John,8.98,0,0,0,4,10
3527,John,8.02,0,0,0,4,10
3620,Jane,13.88,0,0,41,4,10
4274,John,9.38,0,0,0,4,10
4275,John,9.38,0,0,0,4,10
5128,John,9.83,0,0,0,4,10
5943,Jane,10.23,0,0,115,4,10
5967,Jane,12.89,0,0,100,4,10
5968,Jane,12.89,0,0,100,4,10
5969,Jane,12.89,0,0,100,4,10
5970,Jane,12.89,0,0,100,4,10
5971,Jane,12.89,0,0,100,4,10
7537,Jane,13.17,0,0,140,4,10
7568,John,9.47,0,0,0,4,10
8154,Jane,10.3,0,0,224,4,10
8450,John,9.07,0,0,0,4,10
8451,John,9.07,0,0,0,4,10
301,John,9.84,0,0,0,4,11
569,John,8.44,0,0,0,4,11
842,John,8.58,0,0,0,4,11
953,Default,22.21,0,0,295,4,11
956,Default,24.47,0,0,303,4,11
958,Default,18.96,0,0,159,4,11
960,Default,20.82,0,0,143,4,11
1347,Jane,10.05,0,0,15,4,11
1567,John,7.58,0,0,0,4,11
1706,John,9.84,0,0,0,4,11
1911,Jane,12.38,0,0,139,4,11
2092,John,9.24,0,0,0,4,11
2232,Jane,10.48,0,0,122,4,11
2831,Jane,12.09,0,0,234,4,11
2924,Jane,12.83,0,0,177,4,11
3221,Jane,11.15,0,0,160,4,11
3512,John,8.22,0,0,0,4,11
3513,John,8.22,0,0,0,4,11
3514,John,8.22,0,0,0,4,11
4084,John,7.83,0,0,0,4,11
4085,John,7.83,0,0,0,4,11
4119,Jane,12.98,0,0,36,4,11
4120,Jane,12.98,0,0,36,4,11
4324,John,10.0,0,0,0,4,11
4325,John,10.0,0,0,0,4,11
4326,John,10.0,0,0,0,4,11
4493,Jane,11.06,0,0,84,4,11
4605,Jane,12.27,0,0,66,4,11
4653,Jane,10.51,0,0,11,4,11
4983,John,7.93,0,0,0,4,11
5027,Jane,10.58,0,0,102,4,11
5156,John,9.79,0,0,0,4,11
5557,John,7.99,0,0,0,4,11
5558,John,7.99,0,0,0,4,11
6329,Jane,11.65,0,0,182,4,11
6330,Jane,11.65,0,0,182,4,11
6331,Jane,11.65,0,0,182,4,11
6339,John,9.31,0,0,0,4,11
6340,John,9.31,0,0,0,4,11
6341,John,9.31,0,0,0,4,11
6743,Jane,12.69,0,0,220,4,11
6802,Jane,13.69,0,0,89,4,11
7612,John,7.12,0,0,0,4,11
7613,John,7.12,0,0,0,4,11
7614,John,7.12,0,0,0,4,11
7717,John,9.24,0,0,0,4,11
7718,John,9.24,0,0,0,4,11
182,Jane,11.73,0,0,2,4,12
847,John,7.5,0,0,0,4,12
1242,Jane,12.14,0,0,179,4,12
1713,John,7.63,0,0,0,4,12
2162,John,8.89,0,0,0,4,12
2761,Jane,10.26,0,0,298,4,12
3006,Jane,13.25,0,0,203,4,12
3339,John,7.36,0,0,0,4,12
3645,John,9.26,0,0,0,4,12
4982,Jane,11.25,0,0,172,4,12
5358,John,9.07,0,0,0,4,12
5359,John,9.07,0,0,0,4,12
5615,John,7.09,0,0,0,4,12
5616,John,7.09,0,0,0,4,12
5617,John,7.09,0,0,0,4,12
6639,John,8.5,0,0,0,4,12
7129,Jane,10.36,0,0,248,4,12
7130,Jane,10.36,0,0,248,4,12
7225,John,8.53,0,0,0,4,12
7252,Jane,10.94,0,0,226,4,12
7253,Jane,10.94,0,0,226,4,12
7795,John,9.58,0,0,0,4,12
8026,Jane,10.73,0,0,45,4,12
8064,Jane,12.7,0,0,97,4,12
8065,Jane,12.7,0,0,97,4,12
8066,Jane,12.7,0,0,97,4,12
8067,Jane,12.7,0,0,97,4,12
8116,Jane,13.88,0,0,55,4,12
8209,John,9.27,0,0,0,4,12
8244,John,7.85,0,0,0,4,12
8452,John,9.3,0,0,0,4,12
8614,Jane,12.11,0,0,191,4,12
8615,Jane,12.11,0,0,191,4,12
8725,Jane,12.05,0,0,214,4,12
481,John,8.28,0,0,0,4,13
1416,John,8.04,0,0,0,4,13
1817,Jane,10.33,0,0,36,4,13
1976,Jane,11.07,0,0,15,4,13
2888,John,8.0,0,0,0,4,13
3461,Jane,12.21,0,0,211,4,13
4436,John,9.79,0,0,0,4,13
4491,John,7.16,0,0,0,4,13
4492,John,7.16,0,0,0,4,13
4748,Jane,13.45,0,0,259,4,13
4749,Jane,13.45,0,0,259,4,13
4800,John,9.6,0,0,0,4,13
4838,Jane,11.27,0,0,86,4,13
4839,Jane,11.27,0,0,86,4,13
5004,John,8.44,0,0,0,4,13
5005,John,8.44,0,0,0,4,13
5211,John,8.41,0,0,0,4,13
6124,John,9.96,0,0,0,4,13
6911,Jane,13.39,0,0,175,4,13
7338,John,7.28,0,0,0,4,13
7361,Jane,12.51,0,0,221,4,13
8219,Jane,11.32,0,0,40,4,13
8393,John,8.01,0,0,0,4,13
8394,John,8.01,0,0,0,4,13
8625,Jane,10.74,0,0,231,4,13
8679,Jane,13.13,0,0,271,4,13
8680,Jane,13.13,0,0,271,4,13
8681,Jane,13.13,0,0,271,4,13
8925,John,9.25,0,0,0,4,13
8926,John,9.25,0,0,0,4,13
75,John,9.34,0,0,0,4,14
222,Jane,12.04,0,0,70,4,14
447,John,7.96,0,0,0,4,14
886,Jane,10.8,0,0,99,4,14
961,Default,18.83,0,0,322,4,14
966,Default,17.43,0,0,327,4,14
969,Default,21.08,0,0,327,4,14
971,Default,11.88,0,0,157,4,14
973,Default,15.8,0,0,175,4,14
982,Default,13.49,0,0,172,4,14
1067,Jane,10.98,0,0,142,4,14
1134,John,7.18,0,0,0,4,14
1279,John,7.04,0,0,0,4,14
1908,John,8.21,0,0,0,4,14
2676,John,7.68,0,0,0,4,14
2941,John,8.87,0,0,0,4,14
3074,Jane,11.78,0,0,80,4,14
3075,Jane,11.78,0,0,80,4,14
3144,John,9.24,0,0,0,4,14
3609,Jane,13.09,0,0,102,4,14
4261,Jane,12.57,0,0,262,4,14
5038,Jane,13.84,0,0,25,4,14
5313,John,9.24,0,0,0,4,14
5425,John,7.62,0,0,0,4,14
5740,John,9.23,0,0,0,4,14
5935,John,9.25,0,0,0,4,14
6085,John,8.6,0,0,0,4,14
6412,Jane,11.83,0,0,292,4,14
7052,Jane,12.15,0,0,98,4,14
7053,Jane,12.15,0,0,98,4,14
7086,Jane,12.11,0,0,36,4,14
7087,Jane,12.11,0,0,36,4,14
7088,Jane,12.11,0,0,36,4,14
7153,Jane,11.86,0,0,300,4,14
7154,Jane,11.86,0,0,300,4,14
7259,John,9.43,0,0,0,4,14
7260,John,9.43,0,0,0,4,14
7487,Jane,12.46,0,0,172,4,14
7959,Jane,11.62,0,0,38,4,14
8431,Jane,13.43,0,0,137,4,14
8432,Jane,13.43,0,0,137,4,14
8440,Jane,12.1,0,0,95,4,14
8441,Jane,12.1,0,0,95,4,14
8442,Jane,12.1,0,0,95,4,14
8653,Jane,12.28,0,0,287,4,14
167,John,9.11,0,0,0,4,15
411,Jane,11.76,0,0,115,4,15
542,Jane,11.77,0,0,142,4,15
987,Default,17.06,0,0,371,4,15
989,Default,12.31,0,0,185,4,15
1073,John,9.32,0,0,0,4,15
1220,John,8.41,0,0,0,4,15
1235,Jane,10.14,0,0,118,4,15
2302,John,7.44,0,0,0,4,15
2589,John,9.85,0,0,0,4,15
3432,John,7.69,0,0,0,4,15
3445,John,9.59,0,0,0,4,15
3617,John,8.04,0,0,0,4,15
4396,Jane,12.71,0,0,62,4,15
4568,Jane,11.52,0,0,238,4,15
4569,Jane,11.52,0,0,238,4,15
4570,Jane,11.52,0,0,238,4,15
4571,Jane,11.52,0,0,238,4,15
4572,Jane,11.52,0,0,238,4,15
4815,John,9.24,0,0,0,4,15
5465,Jane,10.48,0,0,184,4,15
5498,John,7.59,0,0,0,4,15
5506,John,7.66,0,0,0,4,15
5507,John,7.66,0,0,0,4,15
5508,John,7.66,0,0,0,4,15
6256,John,9.07,0,0,0,4,15
6309,Jane,13.8,0,0,1,4,15
6351,John,8.83,0,0,0,4,15
6513,John,8.14,0,0,0,4,15
6845,Jane,12.78,0,0,181,4,15
6846,Jane,12.78,0,0,181,4,15
7340,John,8.51,0,0,0,4,15
7341,John,8.51,0,0,0,4,15
7664,John,7.01,0,0,0,4,15
8020,Jane,10.18,0,0,199,4,15
8061,Jane,13.97,0,0,36,4,15
8062,Jane,13.97,0,0,36,4,15
8063,Jane,13.97,0,0,36,4,15
8201,Jane,11.33,0,0,7,4,15
8220,Jane,10.58,0,0,149,4,15
8221,Jane,10.58,0,0,149,4,15
990,Default,17.56,0,0,395,4,16
994,Default,11.81,0,0,201,4,16
1152,Jane,12.0,0,0,574,4,16
1661,John,18.84,0,0,2,4,16
1684,Jane,13.5,0,0,445,4,16
1843,John,18.64,0,0,71,4,16
2021,John,20.13,0,0,31,4,16
2208,Jane,14.58,0,0,302,4,16
2413,John,20.85,0,0,135,4,16
4610,Jane,13.03,0,0,579,4,16
4727,Jane,12.09,0,0,371,4,16
4728,Jane,12.09,0,0,371,4,16
5702,John,19.1,0,0,273,4,16
6619,Jane,14.58,0,0,474,4,16
6849,Jane,13.68,0,0,387,4,16
6999,Jane,13.32,0,0,589,4,16
7307,Jane,13.85,0,0,441,4,16
8211,John,19.29,0,0,231,4,16
8212,John,19.29,0,0,231,4,16
8213,John,19.29,0,0,231,4,16
8487,Jane,15.85,0,0,473,4,16
8732,John,21.8,0,0,7,4,16
999,Default,17.54,0,0,454,4,17
1000,Default,10.28,0,0,266,4,17
1367,Jane,13.59,0,0,388,4,17
1690,John,19.89,0,0,261,4,17
1871,Jane,15.89,0,0,508,4,17
3009,John,19.38,0,0,14,4,17
3163,John,21.31,0,0,27,4,17
3164,John,21.31,0,0,27,4,17
3165,John,21.31,0,0,27,4,17
3329,John,18.05,0,0,197,4,17
4194,Jane,15.66,0,0,330,4,17
4299,John,21.8,0,0,226,4,17
4849,Jane,14.69,0,0,512,4,17
5255,Jane,15.94,0,0,460,4,17
5256,Jane,15.94,0,0,460,4,17
5257,Jane,15.94,0,0,460,4,17
